id,status_group,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,water_per_person,unknown_construction_yr,age_at_inspection
20215,functional needs repair,100.0,2013-01-23,Lga,444,LGA,38.60842463,-10.58787909,Koki Namba Tano,0,Ruvuma / Southern Coast,Matatizo B,Mtwara,90,33,Masasi,Lukulendi,309.0,True,GeoData Consultants Ltd,VWC,,True,2007.0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.32362459546925565,False,6.0
38002,functional needs repair,0.0,2013-01-03,Government Of Tanzania,1072,DWE,37.3950133,-3.31604516,Kwa Njau,0,Pangani,Ngalachu,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,65.0,False,GeoData Consultants Ltd,VWC,Kidia kilemapunda,True,1975.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,0.0,False,38.0
54086,functional needs repair,0.0,2012-10-27,World Vision,0,World vision,32.0543125,-3.35270512,Mwamanyili,0,Lake Tanganyika,Mubamba,Shinyanga,17,5,Bukombe,Ilolangulu,,True,GeoData Consultants Ltd,WUG,,True,,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
16778,functional needs repair,0.0,2011-07-17,Un,0,UN,31.45553134,-2.13202585,Byensi,0,Lake Victoria,Miziro,Kagera,18,3,Muleba,Karambi,,True,GeoData Consultants Ltd,VWC,M,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
66149,functional needs repair,0.0,2013-01-26,Government Of Tanzania,19,DWE,38.94543144,-8.77704665,Kwayaka,0,Ruvuma / Southern Coast,Mchotike B,Lindi,80,13,Kilwa,Njinjo,340.0,True,GeoData Consultants Ltd,Unknown,,True,1993.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,20.0
61655,functional needs repair,0.0,2013-02-14,Unicef,1295,TWESA,30.83410414,-3.64776347,Nyaviumbu Primary School,0,Lake Tanganyika,Katazi,Kigoma,16,1,Kibondo,Murungu,350.0,True,GeoData Consultants Ltd,VWC,,False,2008.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,5.0
69241,functional needs repair,500.0,2013-01-21,Community,974,Community,29.73741477,-4.75608428,Kwa Athuman Vungu,0,Lake Tanganyika,Kumnege,Kigoma,16,3,Kigoma Rural,Mahembe,75.0,True,GeoData Consultants Ltd,VWC,Mkongoro one,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,6.666666666666667,False,6.0
42750,functional needs repair,200.0,2013-03-23,Cipro/government,638,CIPRO/Government,37.91498722,-4.50948139,Kwa Msafiri,0,Pangani,Kongei,Kilimanjaro,3,3,Same,Hedaru,120.0,True,GeoData Consultants Ltd,Water authority,Kongei water supply,True,2005.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1.6666666666666667,False,8.0
24322,functional needs repair,0.0,2011-04-09,,0,,34.13436442,-8.7793704,Kwa Mhango,0,Rufiji,Idege,Mbeya,12,7,Mbarali,Mapogoro,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
26989,functional needs repair,0.0,2011-08-05,Jica,0,DWE,30.69261793,-1.0623209999999998,Kishuro,0,Lake Victoria,Kishuro,Kagera,18,1,Karagwe,Murongo,,True,GeoData Consultants Ltd,Unknown,,True,,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,,True,
16372,functional needs repair,0.0,2013-01-17,Cdtf,1469,CDTF,34.59135723,-4.87288086,Shuleni Isomiha,0,Internal,Mhanyati,Singida,13,4,Singida Urban,Mwankoko,35.0,True,GeoData Consultants Ltd,Trust,,True,2007.0,mono,mono,motorpump,trust,commercial,never pay,never pay,soft,good,dry,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,6.0
1035,functional needs repair,0.0,2013-01-30,Lga,344,LGA,39.10372591,-10.84728009,Msikitini,0,Ruvuma / Southern Coast,Mskitini,Mtwara,90,33,Masasi,Lulindi,203.0,True,GeoData Consultants Ltd,VWC,,False,2008.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,5.0
73873,functional needs repair,50.0,2013-02-13,Kiuma,688,KIUMA,36.9540021,-11.31578614,Kwa Ally Said Kiri,0,Ruvuma / Southern Coast,Nyerere,Ruvuma,10,1,Tunduru,Marumba,1.0,True,GeoData Consultants Ltd,VWC,Mbati Water Supply,False,2011.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,50.0,False,2.0
49599,functional needs repair,0.0,2013-02-02,Holland,0,HOLLAND,0.0,-2e-08,Muungano,0,Lake Victoria,Malambo,Shinyanga,17,1,Bariadi,Sakwe,,False,GeoData Consultants Ltd,WUG,,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
15680,functional needs repair,0.0,2011-04-11,Government Of Tanzania,0,Government,32.82101044,-7.74143181,Edward Mchao,0,Lake Rukwa,Kamficheni,Mbeya,12,1,Chunya,Ngwala,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
38637,functional needs repair,0.0,2011-08-26,Unicef,0,DWE,33.65032605,-2.69477529,Kwamigi,0,Lake Victoria,Nyabole,Mwanza,19,2,Magu,Nkungulu,,True,GeoData Consultants Ltd,Unknown,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
50832,functional needs repair,600.0,2013-01-28,Isf,777,DWE,29.73413548,-4.905702099999999,Misufini,0,Lake Tanganyika,Bondo,Kigoma,16,3,Kigoma Rural,Simbo,225.0,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,2.6666666666666665,False,4.0
33757,functional needs repair,0.0,2011-03-29,Government Of Tanzania,0,Government,33.45554821,-8.57111255,Saimon,0,Lake Rukwa,Muungano,Mbeya,12,1,Chunya,Mbugani,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
24433,functional needs repair,0.0,2011-03-20,Sabemo,1795,Chamavita,38.32842332,-4.7385926,Kwa Mzee Kigalinga,6,Pangani,Kwaboli,Tanga,4,1,Lushoto,Kwai,1.0,True,GeoData Consultants Ltd,VWC,Mangamba forest,True,2000.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,11.0
68723,functional needs repair,0.0,2011-07-06,Hewasa,0,DWE,31.52915572,-1.59126046,Kwa Petro,0,Lake Victoria,Rugando,Kagera,18,2,Bukoba Rural,Rubale,,True,GeoData Consultants Ltd,VWC,OLD RUBALE WATER SUPPLY SCHEME,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
59957,functional needs repair,0.0,2012-10-27,Hsw,1270,HSW,33.85798141,-1.78957867,Kwa Mzee Aloyce,0,Lake Victoria,Kibisa,Mara,20,3,Musoma Rural,Kukirango,250.0,Unknown,GeoData Consultants Ltd,VWC,,True,1993.0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,19.0
45238,functional needs repair,0.0,2013-01-31,Rwssp,0,DWE,0.0,-2e-08,Tumbaku,0,Lake Victoria,Ikuliaza,Shinyanga,17,1,Bariadi,Chinamili,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
24768,functional needs repair,0.0,2013-02-01,Rwssp,0,DWE,0.0,-2e-08,Upendo,0,Lake Victoria,Kenya,Shinyanga,17,1,Bariadi,Nkololo,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
6528,functional needs repair,1000.0,2013-01-30,Agt Church,1225,DWE,30.01636243,-4.81611235,Agt Church,0,Lake Tanganyika,Rusesa,Kigoma,16,2,Kasulu,Rusesa,230.0,True,GeoData Consultants Ltd,Water authority,Kasangezi,True,1999.0,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,4.3478260869565215,False,14.0
10526,functional needs repair,0.0,2011-08-04,,0,,33.61656,-9.34172334,Kwa Abdunuasi Minga,0,Lake Nyasa,Ngopolyo,Mbeya,12,4,Rungwe,Kisondela,,True,GeoData Consultants Ltd,VWC,K,Unknown,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,,True,
24243,functional needs repair,50.0,2013-01-23,Finw,264,FinW,39.5893829,-10.75808397,Kongo,0,Ruvuma / Southern Coast,Kongo,Mtwara,9,4,Tandahimba,Milogodi,300.0,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.16666666666666666,False,31.0
1480,functional needs repair,0.0,2013-03-19,Ereto,1248,ERETO,35.77520012,-2.13314878,Naido,0,Internal,Kijijini,Arusha,2,5,Ngorongoro,Digodigo,410.0,True,GeoData Consultants Ltd,VWC,Kisangilo water scheme,True,2003.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,10.0
51430,functional needs repair,1200.0,2013-01-20,Patrick,1333,Domnik,30.28682062,-4.46890239,Kwa Patrick,0,Lake Tanganyika,Mkesha A,Kigoma,16,2,Kasulu,Nyakitonto,950.0,True,GeoData Consultants Ltd,Water authority,Nyarubano,True,2010.0,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1.263157894736842,False,3.0
8124,functional needs repair,200.0,2013-01-17,Msf/tacare,1109,MSF/TACARE,29.68612697,-4.69642785,Tulashashe,0,Lake Tanganyika,Mbalizi,Kigoma,16,3,Kigoma Rural,Mwamgongo,100.0,True,GeoData Consultants Ltd,WUG,Chankele/Bubango water project,True,2006.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,2.0,False,7.0
32673,functional needs repair,0.0,2013-01-23,Missionaries,1620,Community,29.74838639,-4.63661756,Kazila,0,Lake Tanganyika,Matyazo B,Kigoma,16,3,Kigoma Rural,Kalinzi,120.0,True,GeoData Consultants Ltd,VWC,,True,2009.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,4.0
34908,functional needs repair,100.0,2013-02-01,Norad,869,DWE,29.78834572,-4.98811749,Kwa Paulo,0,Lake Tanganyika,Maendeleo,Kigoma,16,3,Kigoma Rural,Simbo,350.0,True,GeoData Consultants Ltd,VWC,Kaseke water project,True,1987.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.2857142857142857,False,26.0
63032,functional needs repair,0.0,2012-10-29,Tanapa,0,TANAPA,0.0,-2e-08,Jamii,0,Lake Victoria,Nselya,Shinyanga,17,1,Bariadi,Sagata,,False,GeoData Consultants Ltd,Parastatal,,False,,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
43021,functional needs repair,0.0,2011-07-23,In,1944,Vill,31.36776201,-7.78697173,Manyele,0,Lake Rukwa,Lusembo,Rukwa,15,3,Nkasi,Kipande,150.0,Unknown,GeoData Consultants Ltd,VWC,,False,1984.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,27.0
3048,functional needs repair,0.0,2013-01-03,Government Of Tanzania,907,DWE,37.3869163,-3.33030943,Kwa Kanze,0,Pangani,Modoni,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,160.0,False,GeoData Consultants Ltd,VWC,Kidia kilemapunda,True,1975.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,0.0,False,38.0
9712,functional needs repair,3000.0,2011-07-30,Ruped,872,DWE,31.3852795,-7.45122511,Kwa Hilary Nswima,0,Lake Rukwa,Igalukilo B,Rukwa,15,1,Mpanda,Mamba,260.0,True,GeoData Consultants Ltd,VWC,Kasansa,True,1987.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,11.538461538461538,False,24.0
36370,functional needs repair,0.0,2011-03-27,Kirde,0,DWE,35.85327226,-4.63925258,Kwa Kibude,0,Internal,Baura,Dodoma,1,1,Kondoa,Mnenia,,True,GeoData Consultants Ltd,VWC,Itun,False,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
28246,functional needs repair,500.0,2011-03-06,Government Of Tanzania,317,DWE,36.82835489,-8.91901702,Izangazara,0,Rufiji,Makeresani,Morogoro,5,4,Ulanga,Mwaya,1.0,True,GeoData Consultants Ltd,WUG,RUMWAMCH,True,1981.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,500.0,False,30.0
36162,functional needs repair,0.0,2013-03-30,Government Of Tanzania,1614,Central Government,37.57876436,-3.26116232,Kwa Elisonguo Kawiche,0,Pangani,Kondiki,Kilimanjaro,3,4,Moshi Rural,Mwika Kaskazini,1.0,True,GeoData Consultants Ltd,WUA,Mtiro pipeline,True,1960.0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,53.0
2216,functional needs repair,0.0,2013-01-21,Dassip,0,DALDO,0.0,-2e-08,Muungano,0,Lake Victoria,Isakang'Wale,Shinyanga,17,1,Bariadi,Mwamapalala,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
33295,functional needs repair,500.0,2013-01-16,Norad,973,RWE,29.67397937,-4.75444144,Mungunya,0,Lake Tanganyika,Kisagarani B,Kigoma,16,3,Kigoma Rural,Kagongo,200.0,True,GeoData Consultants Ltd,VWC,Mkongoro One,True,1985.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe multiple,communal standpipe,2.5,False,28.0
19906,functional needs repair,0.0,2011-07-18,Norad,1685,NORAD/,31.46254851,-8.32669839,Kwa Mzee Chiteta,0,Lake Tanganyika,Kilesha,Rukwa,15,2,Sumbawanga Rural,Matai,400.0,True,GeoData Consultants Ltd,VWC,,False,1991.0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,0.0,False,20.0
13425,functional needs repair,0.0,2011-08-11,Dwe,826,DWE,31.77439261,-7.80430978,Kwa Sopela,0,Lake Rukwa,Ichese,Rukwa,15,2,Sumbawanga Rural,Mtowisa,450.0,True,GeoData Consultants Ltd,VWC,Mtowisa water suply,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,39.0
41799,functional needs repair,0.0,2011-03-26,Mwaya Mn,271,Communit,36.89700069,-7.85548189,Mtandao B,0,Rufiji,General Tyre,Morogoro,5,3,Kilombero,Mang'ula,250.0,True,GeoData Consultants Ltd,WUA,Mwaya Mn,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,3.0
19416,functional needs repair,0.0,2013-02-12,Lga,313,LGA,38.99135043,-10.50512621,Taptap,0,Ruvuma / Southern Coast,Mabatini,Mtwara,90,33,Masasi,Mwena,45.0,True,GeoData Consultants Ltd,VWC,,True,1994.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,19.0
11222,functional needs repair,0.0,2012-10-13,Hesawa,0,DWE,0.0,-2e-08,Kwashija,0,Lake Victoria,Malangale,Mwanza,19,2,Magu,Igalukilo,,True,GeoData Consultants Ltd,Unknown,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
1555,functional needs repair,0.0,2011-04-12,Kkkt,0,KKKT,33.05606774,-8.99061093,Philemon Msomba,0,Lake Rukwa,Hasale,Mbeya,12,6,Mbozi,Myovizi,,True,GeoData Consultants Ltd,VWC,,False,,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,,True,
46512,functional needs repair,250.0,2013-01-21,Government Of Tanzania,1238,DWE,30.29327076,-4.56852242,Kwa Yasin,0,Lake Tanganyika,Nyamiyaga,Kigoma,16,2,Kasulu,Ruhita,655.0,True,GeoData Consultants Ltd,Water authority,Kwagwisembeza,True,1993.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.3816793893129771,False,20.0
54911,functional needs repair,0.0,2013-03-20,Tcrs,1581,TCRS,37.96140561,-4.4356545,Kwa Manonge,0,Pangani,Ngujini,Kilimanjaro,3,3,Same,Kirangare,120.0,True,GeoData Consultants Ltd,Water authority,Kilotweni water supply,True,2010.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,3.0
65969,functional needs repair,0.0,2011-04-10,Kkkt,0,KKKT,33.1115315,-9.00853485,Ernest Mwashamba,0,Lake Rukwa,Weru Kati,Mbeya,12,6,Mbozi,Ruanda,,True,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
47766,functional needs repair,250.0,2013-01-29,Norad,1146,NORAD,29.9871735,-4.8391468,Kwa Medani,0,Lake Tanganyika,Majengo A,Kigoma,16,2,Kigoma Rural,Matendo,470.0,True,GeoData Consultants Ltd,Water authority,Kasangezi,True,1983.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.5319148936170213,False,30.0
6822,functional needs repair,500.0,2013-01-26,Rudep,777,Distri,30.44134576,-6.82099611,Kituo Cha Polisi,0,Lake Tanganyika,Kusini A,Rukwa,15,1,Mpanda,Karema,200.0,True,GeoData Consultants Ltd,VWC,,True,1994.0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump,2.5,False,19.0
